task,pID,scriptID,jobID,State,endTime,seconds,nCPU,ReqMem,maxRSS,tmpUsed
mcmcmc,692,by_nt_ki,14883528,TIMEOUT,1758777835,255615,16,63962M,53265752000,NA
mcmcmc,5327,ns_ki,14883527,TIMEOUT,1758777805,255615,16,43245M,28246400000,NA
marginal,3707,by_n_ki,14226334,OUT_OF_MEMORY,1758768488,149,128,830553M,847854532000,NA
marginal,4284,rm_by_n_ki,14164258,OUT_OF_MEMORY,1758768338,29,128,482000M,0,NA
marginal,3708,by_nt_ki,13739912,COMPLETED,1758685003,450209,128,190954M,126405556000,0
marginal,3345,rm_by_n_ki,13749009,COMPLETED,1758683219,448425,128,146433M,105138044000,0
mcmcmc,3763,by_ki,14877532,TIMEOUT,1758430540,255619,16,116234M,58951200000,NA
marginal,3670,ns_ki,14726671,COMPLETED,1758234793,562697,128,100695M,48044492000,0
marginal,691,ns_ki,14164257,TIMEOUT,1758088769,259207,128,482000M,2089192000,NA
marginal,4285,by_t_ki,14164256,TIMEOUT,1757981119,259214,128,482000M,237884672000,NA
marginal,3707,by_ki,14152818,OUT_OF_MEMORY,1757721905,113,128,847280M,512962924000,NA
marginal,3708,by_t_ki,13739903,COMPLETED,1757504837,450717,128,191088M,126406504000,0
marginal,3763,hg_ki,14732315,OUT_OF_MEMORY,1757408211,17,128,128691M,0,NA
mcmcmc,4285,by_nt_ki,14726660,TIMEOUT,1757385639,66256,16,482000M,77598504000,NA
mcmcmc,3345,rm_by_n_ki,14726659,TIMEOUT,1757385610,66243,16,170606M,34545512000,NA
mcmcmc,3345,by_n_ki,14726658,TIMEOUT,1757385609,66244,16,142904M,34503180000,NA
marginal,3670,by_n_ki,13739896,TIMEOUT,1757156426,604811,128,230658M,120624120000,NA
marginal,3670,by_ki,13739892,TIMEOUT,1757054117,604804,128,190986M,116799964000,NA
mcmcmc,07203,ns_n_ki,14466315,TIMEOUT,1755838690,255607,16,16177M,9450076000,NA
marginal,3670,by_t_ki,13739901,COMPLETED,1755453162,22,128,100879M,0,NA
marginal,691,by_nt_ki,13739908,TIMEOUT,1754681585,259224,128,397220M,199778588000,NA
mcmcmc,4230,hg2_ki,14266982,COMPLETED,1754635153,1213,16,93364M,49890320000,0
mcmcmc,4230,hg2_ki,14226338,TIMEOUT,1754588356,255603,16,93364M,49877572000,NA
mcmcmc,4230,rm_by_t_ki,14262124,COMPLETED,1754545412,609,16,55061M,36812756000,0
marginal,691,by_t_ki,13739899,TIMEOUT,1754422257,259208,128,401272M,176751372000,NA
mcmcmc,4285,by_nt_ki,14226339,COMPLETED,1754401712,64994,16,126355M,83983112000,0
mcmcmc,3763,by_n_ki,14230148,COMPLETED,1754396071,6474,16,105006M,60989712000,0
mcmcmc,692,ns_nt_ki,14230146,COMPLETED,1754390866,1269,16,94512M,52983908000,0
mcmcmc,5228,hg_b_ki,14230153,COMPLETED,1754390687,1090,16,22658M,20650472000,0
mcmcmc,4230,by_kv,14230149,COMPLETED,1754389844,247,16,28204M,18964456000,0
mcmcmc,07203,rm_by_t_ki,14230229,COMPLETED,1754389793,196,16,17389M,9598708000,0
mcmcmc,3345,by_n_ki,14226337,COMPLETED,1754387483,64870,16,42646M,34509224000,0
marginal,3345,ns_ki,13739917,OUT_OF_MEMORY,1754248944,17,128,79434M,0,NA
marginal,3345,by_nt_ki,13739909,OUT_OF_MEMORY,1754248912,15,128,80299M,0,NA
marginal,3345,by_t_ki,13739900,OUT_OF_MEMORY,1754248881,14,128,79617M,0,NA
marginal,3345,by_ki,13739890,OUT_OF_MEMORY,1754248858,22,128,80226M,0,NA
mcmcmc,3345,rm_by_n_ki,14174818,COMPLETED,1754085018,43261,16,44291M,34399556000,0
mcmcmc,5327,ns_n_ki,14148725,TIMEOUT,1753944426,255601,16,43922M,28787052000,NA
marginal,691,ns_ki,14158796,OUT_OF_MEMORY,1753835051,11,128,241000M,2493360000,NA
marginal,4285,by_t_ki,14158795,OUT_OF_MEMORY,1753835040,19,128,241000M,0,NA
mcmcmc,3763,by_n_ki,14054835,TIMEOUT,1753504707,255626,16,90128M,61088820000,NA
mcmcmc,5327,hg_ki,14054839,TIMEOUT,1753504707,255619,16,47970M,28998004000,NA
marginal,691,by_n_ki,13739895,TIMEOUT,1753426616,259226,128,397836M,266825360000,NA
mcmcmc,5327,by_t_ki,14023143,TIMEOUT,1753148645,66259,16,44919M,28509384000,NA
mcmcmc,4230,rm_by_t_ki,13917444,TIMEOUT,1752799042,66248,16,55061M,36839192000,NA
mcmcmc,3763,by_ki,13917436,COMPLETED,1752797636,64904,16,116234M,57829436000,0
mcmcmc,4230,hg_ki,13809747,TIMEOUT,1752646437,66260,16,53006M,45576672000,NA
marginal,4230,by_kv,13800582,COMPLETED,1752239975,110090,12,20637M,5214716000,0
mcmcmc,692,ns_nt_ki,13793748,TIMEOUT,1752116710,66240,16,94512M,52935912000,NA
marginal,4230,by_kv,13792829,TIMEOUT,1752115477,116160,12,20288M,5223868000,NA
mcmcmc,3345,by_ki,13793751,COMPLETED,1752053356,2700,16,44810M,34344892000,0
marginal,684,ns_ki,13749173,TIMEOUT,1751967927,259215,128,241000M,190740684000,NA
mcmcmc,4285,by_nt_ki,13775011,OUT_OF_MEMORY,1751873245,29,16,73607M,0,NA
mcmcmc,4230,hg2_ki,13775009,OUT_OF_MEMORY,1751873239,23,16,54388M,0,NA
marginal,4103,by_t_ki,13739904,TIMEOUT,1751792604,259218,64,91020M,39848564000,NA
mcmcmc,3345,rm_by_n_ki,13749038,OUT_OF_MEMORY,1751614500,16,16,25801M,0,NA
marginal,684,ns_ki,13749018,OUT_OF_MEMORY,1751614139,27,128,200834M,0,NA
mcmcmc,5327,by_ki,13739865,TIMEOUT,1751612416,66247,16,135674M,29121496000,NA
mcmcmc,5228,by_t_ki,13739872,OUT_OF_MEMORY,1751532225,12,16,16062M,0,NA
mcmcmc,07204,ns_n_kv,13662573,COMPLETED,1751343228,66186,16,67400M,4.6605e+10,0
marginal,07204,hg_b_kv,13530324,TIMEOUT,1751196052,259214,128,443960M,218181128000,NA
mcmcmc,07204,ns_n_kv,13613581,TIMEOUT,1751091514,66260,16,67400M,46827768000,NA
mcmcmc,07204,ns_nt_kv,13613582,COMPLETED,1751090471,65217,16,88538M,46207712000,0
mcmcmc,07204,hg_b_kv,13530325,COMPLETED,1751045357,64903,16,443960M,139833924000,0
mcmcmc,07204,by_n_kv,13530320,COMPLETED,1751000878,66191,16,223290M,46163356000,0
mcmcmc,07204,hg2_kv,13535087,COMPLETED,1750999608,64921,16,177759M,126853560000,0
mcmcmc,07204,ns_nt_kv,13530322,TIMEOUT,1750999597,66269,16,268382M,46182308000,NA
marginal,07206,hg_b_kv,13224218,TIMEOUT,1750905006,259203,128,200834M,162883952000,NA
mcmcmc,07204,ns_kv,13535086,COMPLETED,1750902573,65010,16,88257M,45083.5,0
mcmcmc,07204,hg_kv,13530323,COMPLETED,1750818682,64880,16,202698M,74311164000,0
mcmcmc,07204,by_kv,13530317,COMPLETED,1750817424,64860,16,104168M,45570928000,0
mcmcmc,07204,ns_kv,13524237,TIMEOUT,1750729031,66248,16,88257M,46136464000,NA
mcmcmc,07204,hg2_kv,13524243,TIMEOUT,1750729031,66245,16,177759M,136719900000,NA
marginal,07204,hg_b_kv,13200422,OUT_OF_MEMORY,1750635432,35,128,117619M,119241344000,NA
mcmcmc,30754,06-16-1136,13336628,COMPLETED,1750381218,158844,16,96G,50735964000,NA
mcmcmc,30754,06-16-1136,13224325,OUT_OF_MEMORY,1750146163,10,16,24G,24216752000,NA
mcmcmc,07204,by_nt_kv,13200430,COMPLETED,1750120958,64871,16,88598M,46221960000,0
marginal,07206,hg_b_kv,12926985,OUT_OF_MEMORY,1749983125,22,128,137612M,0,NA
marginal,3670,by_n_ki,12837711,OUT_OF_MEMORY,1749981675,14,128,115329M,0,NA
marginal,3670,by_nt_ki,12823626,OUT_OF_MEMORY,1749981660,29,128,141304M,0,NA
mcmcmc,07204,by_nt_kv,13189768,TIMEOUT,1749950849,66256,16,88598M,46270164000,NA
mcmcmc,07205,hg_kv,13167357,COMPLETED,1749800760,64874,16,143849M,66553652000,0
mcmcmc,07205,hg_kv,13163080,TIMEOUT,1749735653,66255,16,143849M,67060652000,NA
mcmcmc,07204,hg_b_kv,13043867,TIMEOUT,1749519315,66249,16,190527M,138679172000,NA
marginal,07205,hg_kv,12926983,TIMEOUT,1749427995,259202,128,373172M,206804508000,NA
mcmcmc,07204,hg_kv,12994240,TIMEOUT,1749219921,44290,16,202698M,72603664000,NA
marginal,4285,by_nt_ki,12887037,TIMEOUT,1749168770,259218,128,482000M,259759656000,NA
marginal,3345,by_n_ki,12820571,COMPLETED,1748995721,431097,128,122656M,27881852000,0
marginal,4173,by_nt_ki,12887036,TIMEOUT,1748904880,259226,128,482000M,237914200000,NA
mcmcmc,07204,by_kv,12938655,TIMEOUT,1748646545,66252,16,89409M,44907560000,NA
marginal,3708,by_ki,12604375,COMPLETED,1748564603,429409,128,171499M,33698512000,0
marginal,4285,by_n_ki,12887035,TIMEOUT,1748527817,259212,128,482000M,237883912000,NA
mcmcmc,07205,ns_n_kv,12924840,COMPLETED,1748488214,65705,16,68583M,41884620000,0
marginal,4173,by_n_ki,12887034,TIMEOUT,1748406370,259205,128,482000M,1884928000,NA
mcmcmc,07204,by_n_kv,12918497,TIMEOUT,1748399590,66258,16,67817M,45640456000,NA
marginal,4285,by_ki,12887033,TIMEOUT,1748268601,259226,128,482000M,238430764000,NA
marginal,07205,hg_b_kv,12914989,COMPLETED,1748246822,10,128,241000M,0,NA
marginal,4173,by_ki,12887032,TIMEOUT,1748144191,259214,128,482000M,1887696000,NA
marginal,3708,by_n_ki,12604374,COMPLETED,1748100203,444666,128,170338M,126369952000,0
marginal,07205,hg_b_kv,12887006,TIMEOUT,1748007862,259220,128,482000M,317105496000,NA
mcmcmc,07202,ns_nt_kv,12895133,COMPLETED,1747960752,64876,16,31080M,30112276000,0
marginal,07204,ns_n_kv,12877641,TIMEOUT,1747895428,259202,128,200834M,137816640000,NA
marginal,07205,ns_kv,12877640,COMPLETED,1747877327,241104,128,200834M,123577812000,0
marginal,07205,ns_nt_kv,12877642,COMPLETED,1747875084,238858,128,182971M,126489876000,0
marginal,692,hg_ki,12877634,COMPLETED,1747865613,229399,128,241000M,150767192000,0
marginal,5327,rm_by_n_ki,12872766,TIMEOUT,1747800414,259216,128,144490M,89852016000,NA
marginal,5327,by_ki,12869453,TIMEOUT,1747797084,259224,128,116450M,89937260000,NA
marginal,5327,by_t_ki,12869452,TIMEOUT,1747795794,259227,128,115560M,89728240000,NA
marginal,07204,by_t_kv,12837763,TIMEOUT,1747794384,259218,128,200834M,137789560000,NA
marginal,692,hg2_ki,12872762,COMPLETED,1747794026,255150,128,241000M,192461112000,0
marginal,07205,by_t_kv,12872765,COMPLETED,1747783432,243350,128,200834M,123996732000,0
marginal,07205,rm_by_t_kv,12837764,COMPLETED,1747778569,242741,128,200834M,123974480000,0
marginal,07205,ns_n_kv,12859147,COMPLETED,1747774104,238045,128,172355M,123773712000,0
marginal,07206,hg_kv,12872761,COMPLETED,1747763034,224897,128,241000M,131306212000,0
marginal,07204,by_nt_kv,12887023,OUT_OF_MEMORY,1747751571,38,128,110519M,112031084000,NA
marginal,4230,hg_ki,12872764,COMPLETED,1747742461,202575,128,200834M,137435912000,0
marginal,3804,by_nt_ki,12869451,COMPLETED,1747739460,203225,128,117199M,63148228000,0
marginal,4173,by_n_ki,12879528,OUT_OF_MEMORY,1747720539,38,128,241000M,245348312000,NA
marginal,4285,by_nt_ki,12879531,OUT_OF_MEMORY,1747720530,23,128,241000M,0,NA
marginal,4173,by_ki,12879526,OUT_OF_MEMORY,1747720526,25,128,241000M,0,NA
marginal,4285,by_n_ki,12879529,OUT_OF_MEMORY,1747720524,20,128,241000M,0,NA
marginal,4173,by_nt_ki,12879530,OUT_OF_MEMORY,1747720522,18,128,241000M,0,NA
marginal,4285,by_ki,12879527,OUT_OF_MEMORY,1747720520,19,128,241000M,0,NA
marginal,07205,hg_b_kv,12879525,OUT_OF_MEMORY,1747720510,12,128,241000M,0,NA
marginal,157,hgd_ki,12879523,COMPLETED,1747720177,5,128,161917M,0,NA
marginal,3200,hgd_b_ki,12879520,COMPLETED,1747719189,6,128,132777M,0,NA
mcmcmc,07202,ns_nt_kv,12877551,TIMEOUT,1747651216,66241,16,31598M,30219436000,NA
marginal,3804,ns_nt_ki,12877678,COMPLETED,1747639238,5,128,110966M,0,NA
marginal,3448,ns_nt_ki,12877676,COMPLETED,1747639136,5,128,108920M,0,NA
marginal,5327,ns_nt_ki,12837757,TIMEOUT,1747637116,259209,128,114930M,89747660000,NA
marginal,3200,ns_nt_ki,12877645,COMPLETED,1747636559,5,128,106805M,0,NA
marginal,5327,rm_by_t_ki,12837733,TIMEOUT,1747631836,259212,128,116622M,89857740000,NA
marginal,157,hgd_b_ki,12877566,COMPLETED,1747620740,5,128,181428M,0,NA
marginal,4291,hg2_ki,12859144,COMPLETED,1747620720,84661,128,114821M,79774252000,0
marginal,3448,hg_b_ki,12837731,COMPLETED,1747604877,235403,128,143403M,79481320000,0
marginal,3804,rm_by_t_ki,12837758,COMPLETED,1747584566,205609,128,112765M,63318508000,0
marginal,3804,hg2_ki,12837746,COMPLETED,1747577098,204313,128,123085M,74176608000,0
marginal,3448,rm_by_nt_ki,12837742,COMPLETED,1747575143,202512,128,110326M,62978780000,0
marginal,3804,hg_ki,12837745,COMPLETED,1747573396,200744,128,118771M,70219684000,0
marginal,3804,rm_by_n_ki,12837744,COMPLETED,1747572829,200184,128,115939M,63310640000,0
marginal,3804,ns_n_ki,12837743,COMPLETED,1747572023,199392,128,114233M,63174260000,0
marginal,07205,ns_nt_kv,12868330,OUT_OF_MEMORY,1747536235,15,128,106588M,0,NA
marginal,07204,ns_n_kv,12868310,OUT_OF_MEMORY,1747536220,12,128,134799M,0,NA
marginal,07205,ns_kv,12868308,OUT_OF_MEMORY,1747536208,18,128,133412M,0,NA
marginal,692,hg_ki,12837762,OUT_OF_MEMORY,1747535148,12,128,152333M,0,NA
marginal,5228,hg2_ki,12837748,COMPLETED,1747535125,157585,128,111592M,54143668000,0
marginal,4230,hg_bm_ki,12837531,TIMEOUT,1747377870,259205,128,241000M,155176328000,NA
marginal,3927,hgd_b_ki,12872760,COMPLETED,1747377784,5,43,132707M,0,NA
marginal,4230,hg_m_ki,12837529,TIMEOUT,1747372781,259219,128,241000M,155481232000,NA
marginal,07206,hg_kv,12837732,OUT_OF_MEMORY,1747372652,28,128,140450M,0,NA
marginal,692,hg2_ki,12837736,OUT_OF_MEMORY,1747372645,21,128,150568M,0,NA
marginal,692,hg_bm_ki,12837530,COMPLETED,1747368652,251909,128,241000M,182029732000,0
marginal,692,hg_m_ki,12837528,COMPLETED,1747360878,248282,128,241000M,183460716000,0
marginal,3448,hg_m_ki,12837730,COMPLETED,1747354487,235730,128,143619M,79431708000,0
marginal,3448,hg_bm_ki,12837715,COMPLETED,1747353975,235223,128,143042M,79494332000,0
marginal,4230,hg_b_ki,12837527,TIMEOUT,1747341177,259214,128,241000M,155522548000,NA
marginal,07205,by_t_kv,12837738,TIMEOUT,1747338671,259227,64,200834M,62328312000,NA
marginal,4230,hg_ki,12837708,TIMEOUT,1747329664,259206,43,200834M,49343432000,NA
marginal,5327,by_n_ki,12837749,TIMEOUT,1747311797,259224,64,116028M,44771052000,NA
marginal,5327,rm_by_nt_ki,12837754,TIMEOUT,1747307807,259211,43,116634M,33114364000,NA
marginal,5327,by_nt_ki,12837737,TIMEOUT,1747302903,259205,64,116353M,44492116000,NA
marginal,3804,by_nt_ki,12837734,TIMEOUT,1747302692,259207,43,117199M,24391832000,NA
marginal,07205,ns_nt_kv,12837535,TIMEOUT,1747295119,259202,64,106588M,63243984000,NA
marginal,4649,rm_by_nt_ki,12837747,COMPLETED,1747295020,251535,43,121786M,28623676000,0
marginal,07205,ns_kv,12837533,TIMEOUT,1747294364,259229,64,133412M,61574544000,NA
marginal,692,hg_b_ki,12837526,COMPLETED,1747285635,249690,128,241000M,183469536000,0
marginal,5228,hg_ki,12837760,COMPLETED,1747269845,219366,43,105651M,22522708000,0
marginal,4230,hg2_ki,12803693,TIMEOUT,1747254187,259206,128,241000M,159152860000,NA
marginal,5327,ns_ki,12584534,TIMEOUT,1747244123,259205,128,147269M,89686396000,NA
marginal,07204,by_n_kv,12584076,TIMEOUT,1747242089,259222,128,191652M,137777536000,NA
marginal,5327,ns_n_ki,12534757,TIMEOUT,1747241576,259229,128,123398M,89750108000,NA
marginal,5327,hg_ki,12521488,TIMEOUT,1747238262,259223,128,149404M,94876700000,NA
marginal,5327,hg_bm_ki,12518212,TIMEOUT,1747238137,259206,128,173896M,88916144000,NA
marginal,5327,hg_m_ki,12518209,TIMEOUT,1747237685,259222,128,174250M,88898844000,NA
marginal,5327,hg_b_ki,12518206,TIMEOUT,1747236990,259230,128,174124M,88907976000,NA
marginal,07205,by_n_kv,12521489,COMPLETED,1747223606,241485,128,166130M,123606140000,0
marginal,3804,ns_ki,12592506,COMPLETED,1747196816,201853,128,80336M,63160708000,0
marginal,3804,hg_bm_ki,12518200,COMPLETED,1747191961,214379,128,173804M,75610200000,0
marginal,3804,hg_m_ki,12518196,COMPLETED,1747188775,212948,128,174150M,74031016000,0
marginal,3804,hg_b_ki,12518191,COMPLETED,1747181393,207549,128,174028M,74096568000,0
mcmcmc,5327,hg_b_ki,12857716,COMPLETED,1747157861,43245,16,50819M,32777212000,0
marginal,157,hg_bm_ki,12518198,COMPLETED,1747148818,172661,128,195768M,171603556000,0
marginal,157,hg_m_ki,12518194,COMPLETED,1747141921,166229,128,196124M,171755152000,0
marginal,3200,hg_bm_ki,12518199,COMPLETED,1747124321,147643,128,161776M,74444996000,0
marginal,3200,hg_m_ki,12518195,COMPLETED,1747123015,147255,128,162134M,74434948000,0
marginal,3200,hg_b_ki,12518190,COMPLETED,1747121694,148039,128,162008M,74454856000,0
marginal,07205,ns_n_kv,12837705,OUT_OF_MEMORY,1747118724,14,128,100404M,0,NA
marginal,3351,hg2_ki,12837707,COMPLETED,1747118716,5,128,61124M,0,NA
marginal,157,hgd_ki,12837699,OUT_OF_MEMORY,1747118711,19,128,94323M,0,NA
marginal,3200,hgd_b_ki,12837697,OUT_OF_MEMORY,1747118710,23,128,77348M,0,NA
marginal,3927,hgd_ki,12837689,COMPLETED,1747118692,7,128,68716M,0,NA
marginal,4649,ns_nt_ki,12837670,COMPLETED,1747118687,6,128,69888M,0,NA
marginal,4291,hg2_ki,12837668,OUT_OF_MEMORY,1747118681,15,128,66888M,0,NA
marginal,4761,hg_bm_ki,12518201,COMPLETED,1747105966,128349,128,174102M,109806712000,0
marginal,4761,hg_b_ki,12518193,COMPLETED,1747102453,127900,128,174332M,122625828000,0
marginal,4761,hg_m_ki,12518197,COMPLETED,1747101673,125571,128,174460M,122636300000,0
mcmcmc,07205,by_nt_kv,12837541,COMPLETED,1747100406,65362,16,67053M,43265712000,0
marginal,3757,rm_by_nt_ki,12584384,COMPLETED,1747052332,68867,128,58013M,39925136000,0
marginal,07203,hgd_ki,12837788,COMPLETED,1747042544,6,43,31887M,0,NA
marginal,07203,hgd_b_ki,12837702,COMPLETED,1747039891,3,10,23547M,0,NA
marginal,07205,rm_by_t_kv,12742329,OUT_OF_MEMORY,1746994994,19,128,129395M,0,NA
marginal,07204,by_t_kv,12721422,OUT_OF_MEMORY,1746994991,16,128,120605M,0,NA
marginal,5327,rm_by_n_ki,12604376,OUT_OF_MEMORY,1746994990,27,128,84171M,0,NA
marginal,157,hgd_b_ki,12604148,OUT_OF_MEMORY,1746994989,26,128,105689M,0,NA
marginal,3804,ns_nt_ki,12610687,OUT_OF_MEMORY,1746994987,13,128,64642M,0,NA
marginal,5327,rm_by_nt_ki,12584545,OUT_OF_MEMORY,1746994982,20,128,67944M,0,NA
marginal,3804,rm_by_t_ki,12594242,OUT_OF_MEMORY,1746994981,18,128,65690M,0,NA
marginal,3200,hgd_ki,12618181,COMPLETED,1746994981,7,128,70505M,0,NA
marginal,5327,ns_nt_ki,12592505,OUT_OF_MEMORY,1746994979,16,128,66951M,0,NA
marginal,3927,hgd_b_ki,12594308,OUT_OF_MEMORY,1746994974,11,128,77307M,0,NA
marginal,5228,hg_ki,12606578,OUT_OF_MEMORY,1746994974,11,128,61546M,0,NA
marginal,5228,ns_nt_ki,12605687,COMPLETED,1746994969,6,128,59415M,0,NA
marginal,5327,by_n_ki,12584524,OUT_OF_MEMORY,1746984918,11,128,67591M,0,NA
marginal,5228,hg2_ki,12584511,OUT_OF_MEMORY,1746984907,11,128,65007M,0,NA
marginal,4649,rm_by_nt_ki,12584471,OUT_OF_MEMORY,1746984896,11,128,70945M,0,NA
marginal,3804,hg2_ki,12584404,OUT_OF_MEMORY,1746984885,16,128,71702M,0,NA
marginal,3804,hg_ki,12584403,OUT_OF_MEMORY,1746984869,11,128,69189M,0,NA
marginal,3804,rm_by_n_ki,12584401,OUT_OF_MEMORY,1746984858,13,128,67539M,0,NA
marginal,3804,ns_n_ki,12584398,OUT_OF_MEMORY,1746984845,18,128,66545M,0,NA
marginal,3448,rm_by_nt_ki,12584347,OUT_OF_MEMORY,1746983465,14,128,64269M,0,NA
marginal,3448,ns_nt_ki,12584346,OUT_OF_MEMORY,1746983451,18,128,63450M,0,NA
marginal,3200,ns_nt_ki,12584326,OUT_OF_MEMORY,1746983433,11,128,62218M,0,NA
marginal,5327,by_ki,12583555,OUT_OF_MEMORY,1746982867,15,128,67837M,0,NA
marginal,07205,by_t_kv,12582097,OUT_OF_MEMORY,1746982852,15,128,137055M,0,NA
marginal,5327,by_nt_ki,12577506,OUT_OF_MEMORY,1746982837,27,128,67780M,0,NA
marginal,5327,by_t_ki,12534528,OUT_OF_MEMORY,1746982347,15,128,67318M,0,NA
marginal,3804,by_nt_ki,12534446,OUT_OF_MEMORY,1746982332,14,128,68273M,0,NA
marginal,5327,rm_by_t_ki,12534441,OUT_OF_MEMORY,1746982318,12,128,67937M,0,NA
marginal,3448,hg_b_ki,12533360,OUT_OF_MEMORY,1746982288,15,128,83538M,0,NA
marginal,3448,hg_m_ki,12533356,OUT_OF_MEMORY,1746982273,15,128,83664M,0,NA
marginal,3448,hg_bm_ki,12533355,OUT_OF_MEMORY,1746982258,15,128,83328M,0,NA
marginal,4230,hg_ki,12521544,OUT_OF_MEMORY,1746982168,14,128,123512M,0,NA
marginal,07205,by_nt_kv,12518450,OUT_OF_MEMORY,1746979001,15,128,78122M,0,NA
marginal,4230,hg_bm_ki,12518211,OUT_OF_MEMORY,1746978949,23,128,180924M,0,NA
marginal,692,hg_bm_ki,12518210,OUT_OF_MEMORY,1746978931,12,128,197186M,0,NA
marginal,4230,hg_m_ki,12518208,OUT_OF_MEMORY,1746978463,16,128,181282M,0,NA
marginal,692,hg_m_ki,12518207,OUT_OF_MEMORY,1746978447,26,128,197540M,0,NA
marginal,4230,hg_b_ki,12518205,OUT_OF_MEMORY,1746977760,14,128,181156M,0,NA
marginal,692,hg_b_ki,12518202,OUT_OF_MEMORY,1746977746,12,128,197414M,0,NA
mcmcmc,07204,hg_kv,12836279,OUT_OF_MEMORY,1746952338,37,16,101349M,1232000,NA
mcmcmc,07205,by_nt_kv,12835211,TIMEOUT,1746951245,66246,16,67053M,42924776000,NA
marginal,3345,by_n_ki,12534339,OUT_OF_MEMORY,1746401172,15,128,71452M,0,NA
mcmcmc,157,hgd_ki,12793032,COMPLETED,1746232658,43262,16,83675M,48287580000,0
mcmcmc,684,by_n_ki,12779966,COMPLETED,1746123820,43370,16,117558M,65072340000,0
mcmcmc,07205,ns_n_kv,12773422,TIMEOUT,1746057196,66253,16,68583M,42830644000,NA
marginal,07204,ns_nt_kv,12534370,TIMEOUT,1746041941,259230,80,200834M,86141448000,NA
mcmcmc,07205,by_n_ki,12761896,COMPLETED,1746029699,43316,16,94108M,67742808000,0
marginal,07203,ns_kv,12775903,OUT_OF_MEMORY,1746022300,4,8,23M,8000,NA
mcmcmc,07205,ns_n_ki,12761895,COMPLETED,1745987000,7242,16,92750M,60103136000,0
marginal,692,by_nt_ki,12532324,COMPLETED,1745984380,225725,48,196296M,49275696000,0
mcmcmc,175,hg_bm_ki,12761897,COMPLETED,1745980928,552,16,36268M,17818036000,0
marginal,692,rm_by_t_ki,12761893,COMPLETED,1745979730,10,48,98738M,0,NA
mcmcmc,684,by_n_ki,12760443,TIMEOUT,1745975237,66265,16,117558M,64879976000,NA
mcmcmc,684,by_nt_ki,12760444,COMPLETED,1745953129,43361,16,104544M,69244056000,0
mcmcmc,3200,hgd_b_ki,12742344,COMPLETED,1745863563,43239,16,38224M,33903972000,0
marginal,07205,ns_n_kv,12526530,TIMEOUT,1745830085,259205,120,189651M,115939208000,NA
mcmcmc,07205,by_n_kv,12738512,COMPLETED,1745823607,64850,16,66782M,42825892000,0
marginal,07205,rm_by_t_kv,12526539,TIMEOUT,1745806196,259228,64,200834M,62191008000,NA
mcmcmc,07206,by_ki,12528275,COMPLETED,1745793457,43304,16,200834M,127439764000,0
mcmcmc,4230,hg_b_ki,12738522,COMPLETED,1745767752,1119,16,102177M,55344620000,0
mcmcmc,3927,hgd_b_ki,12738523,COMPLETED,1745767281,581,16,38466M,30320380000,0
mcmcmc,684,by_ki,12734276,COMPLETED,1745668698,7733,16,91843M,62905956000,0
mcmcmc,07205,hg_ki,12721423,COMPLETED,1745576597,7286,16,144682M,135797408000,0
mcmcmc,07205,hg2_kv,12594263,OUT_OF_MEMORY,1745569339,28,16,144488M,0,NA
mcmcmc,3448,hg_b_ki,12716075,COMPLETED,1745568744,43231,16,45530M,34049512000,0
mcmcmc,07205,hg2_ki,12592203,OUT_OF_MEMORY,1745567494,25,16,152503M,19166340000,NA
mcmcmc,07205,hg_ki,12592201,TIMEOUT,1745553338,259209,16,144682M,136884100000,NA
mcmcmc,4230,hg_b_ki,12594240,TIMEOUT,1745548510,259215,16,102177M,52946560000,NA
mcmcmc,07205,by_n_kv,12715828,TIMEOUT,1745540899,66263,16,66782M,42775880000,NA
mcmcmc,3927,hgd_b_ki,12625045,TIMEOUT,1745533307,259206,16,40794M,30329216000,NA
marginal,692,ns_nt_ki,12676294,COMPLETED,1745526136,6,43,81121M,0,NA
marginal,692,ns_n_ki,12604377,COMPLETED,1745517670,214517,64,94600M,62826188000,0
mcmcmc,3200,hgd_b_ki,12623546,TIMEOUT,1745487984,259201,16,41164M,34035660000,NA
mcmcmc,3448,hg_b_ki,12610690,TIMEOUT,1745472931,259201,16,45530M,34007976000,NA
mcmcmc,684,by_ki,12690928,TIMEOUT,1745454045,44290,16,91843M,67188428000,NA
mcmcmc,157,hgd_b_ki,12604150,COMPLETED,1745448519,146020,16,83675M,54095044000,0
mcmcmc,5327,hg_b_ki,12689866,TIMEOUT,1745436228,44305,16,50819M,32798008000,NA
mcmcmc,4867,ns_ki,12689733,TIMEOUT,1745432814,44307,16,14204M,7842660000,NA
mcmcmc,4761,hg_b_ki,12561603,COMPLETED,1745393367,103473,16,174332M,40374304000,0
mcmcmc,07205,ns_nt_kv,12671722,COMPLETED,1745346566,43257,16,57739M,42332708000,0
mcmcmc,4649,hg_b_ki,12610691,COMPLETED,1745332769,43244,16,56889M,35301764000,0
mcmcmc,07205,hg_b_ki,12592202,OUT_OF_MEMORY,1745294531,23,16,147519M,0,NA
mcmcmc,3392,hg_b_ki,12610689,COMPLETED,1745255217,42585,16,43863M,25851768000,0
mcmcmc,3927,hgd_ki,12623547,COMPLETED,1745254239,43249,16,38466M,25681412000,0
mcmcmc,3200,hg_b_ki,12610688,COMPLETED,1745251195,43232,16,42445M,34847660000,0
