task,pID,scriptID,jobID,State,endTime,seconds,nCPU,ReqMem,maxRSS,tmpUsed
marginal,3927,by_ki,12325148,COMPLETED,1741177093,5,24,17060M,0,2.2
marginal,3927,by_t_ki,12325149,COMPLETED,1741177093,5,32,22589M,0,2.1
marginal,4285,rm_by_n_ki,12324372,OUT_OF_MEMORY,1741170491,11,32,73420M,0,NA
marginal,4173,rm_by_n_ki,12324371,OUT_OF_MEMORY,1741170368,11,32,73418M,0,NA
marginal,691,by_ki,12283887,TIMEOUT,1741168704,258988,64,205G,132320284000,NA
marginal,3927,by_n_ki,12310677,COMPLETED,1741166396,180585,16,32G,7238660000,NA
marginal,3757,by_kv,12323388,COMPLETED,1741164040,7125,16,8086M,2922044000,1.8
marginal,07204,hg_kv,12246625,TIMEOUT,1741163155,258960,64,205G,112596872000,NA
marginal,3710,rm_by_n_ki,12323552,OUT_OF_MEMORY,1741160977,14,8,1156M,0,NA
marginal,3707,by_kv,12323386,OUT_OF_MEMORY,1741156895,10,8,4865M,0,NA
marginal,07205,by_ki,12323355,OUT_OF_MEMORY,1741156252,8,32,32649M,0,NA
marginal,3705,rm_by_n_ki,12323438,COMPLETED,1741158699,7,8,5978M,0,1.8
marginal,3711,rm_by_n_ki,12323441,COMPLETED,1741158698,6,16,8871M,0,1.8
marginal,3392,by_n_ki,12310673,COMPLETED,1741154427,168616,32,24G,19366592000,NA
marginal,3392,rm_by_t_ki,12310716,COMPLETED,1741152732,166468,32,24G,19390224000,NA
marginal,3927,by_nt_ki,12310708,COMPLETED,1741152323,166059,16,32G,7210712000,NA
marginal,4230,by_ki,12311084,COMPLETED,1741152143,161044,32,64G,24349372000,NA
marginal,4230,by_t_ki,12310697,COMPLETED,1741151686,165422,32,64G,23750240000,NA
marginal,4230,by_nt_ki,12310710,COMPLETED,1741149971,163707,32,64G,23769280000,NA
marginal,3392,by_nt_ki,12310705,COMPLETED,1741146490,160226,32,24G,19547384000,NA
marginal,3757,by_t_ki,12310695,COMPLETED,1741145759,159495,16,24G,6121536000,NA
marginal,4173,by_kv,12322208,COMPLETED,1741145496,38335,8,13744M,1964784000,1.3
marginal,4285,by_kv,12322207,COMPLETED,1741144418,37601,8,13744M,1965756000,1.3
marginal,684,by_kv,12322204,TIMEOUT,1741139267,32483,8,3002M,2595272000,1.3
marginal,4230,rm_by_t_ki,12310720,COMPLETED,1741137951,151687,32,64G,24196884000,NA
marginal,3670,by_kv,12322202,COMPLETED,1741136837,30087,8,13744M,1868672000,1.8
marginal,4230,by_n_ki,12310678,COMPLETED,1741133517,147706,32,64G,26352280000,NA
marginal,3757,rm_by_t_ki,12310718,COMPLETED,1741129690,143426,16,24G,6141892000,NA
mcmcmc,07206,hg2_kv,12322554,OUT_OF_MEMORY,1741116921,19,16,41420M,0,NA
marginal,5228,by_kv,12322205,COMPLETED,1741125020,17859,8,5434M,1608080000,1.2
marginal,3804,by_kv,12322217,COMPLETED,1741120370,13141,8,11499M,1619784000,1.3
marginal,07206,hg2_kv,12322586,COMPLETED,1741118490,13,8,41420M,0,73
mcmcmc,07206,ns_kv,12322526,OUT_OF_MEMORY,1741116197,21,16,26273M,0,57
mcmcmc,07206,by_nt_kv,12322524,OUT_OF_MEMORY,1741116157,13,16,23334M,0,83
mcmcmc,07206,by_t_kv,12322525,OUT_OF_MEMORY,1741116157,13,16,34771M,0,69
mcmcmc,07206,by_n_kv,12322520,OUT_OF_MEMORY,1741116142,29,16,24802M,0,228
mcmcmc,07204,ns_n_kv,12322512,OUT_OF_MEMORY,1741116027,40,16,39263M,576000,581
mcmcmc,07204,by_n_kv,12322509,OUT_OF_MEMORY,1741115955,31,16,39506M,572000,914
marginal,3345,rm_by_n_ki,12306470,TIMEOUT,1741115742,258978,64,64G,52422156000,0.226
marginal,3763,by_kv,12322245,OUT_OF_MEMORY,1741107205,10,8,3002M,0,NA
marginal,4649,rm_by_t_ki,12322225,OUT_OF_MEMORY,1741106800,16,8,2328M,0,NA
marginal,07205,by_t_ki,12322214,OUT_OF_MEMORY,1741106795,11,8,4007M,0,NA
marginal,3448,hg_ki,12322222,OUT_OF_MEMORY,1741106794,10,8,4062M,0,NA
marginal,07205,by_n_ki,12322215,OUT_OF_MEMORY,1741106792,8,8,3600M,0,NA
marginal,4649,by_ki,12322226,OUT_OF_MEMORY,1741106791,7,8,834M,0,NA
marginal,4649,by_kv,12322216,OUT_OF_MEMORY,1741106789,5,8,1695M,0,NA
marginal,3448,by_kv,12322218,OUT_OF_MEMORY,1741106788,4,8,983M,0,NA
marginal,3448,rm_by_n_ki,12322192,OUT_OF_MEMORY,1741106761,12,8,3267M,0,NA
marginal,4649,rm_by_n_ki,12322186,OUT_OF_MEMORY,1741106759,10,8,3969M,0,NA
marginal,3448,by_ki,12322200,OUT_OF_MEMORY,1741106757,7,8,111M,0,NA
marginal,3448,by_t_ki,12322169,OUT_OF_MEMORY,1741106727,12,8,1123M,0,NA
marginal,4649,by_n_ki,12322170,OUT_OF_MEMORY,1741106727,12,8,1470M,0,NA
marginal,4649,by_t_ki,12322168,OUT_OF_MEMORY,1741106722,7,8,1842M,0,NA
marginal,3448,by_n_ki,12322172,OUT_OF_MEMORY,1741106722,7,8,752M,0,NA
marginal,4649,by_nt_ki,12322157,OUT_OF_MEMORY,1741106508,7,8,1779M,0,NA
marginal,3448,by_nt_ki,12322158,OUT_OF_MEMORY,1741106506,5,8,1061M,0,NA
marginal,07204,by_kv,12322082,COMPLETED,1741105249,13,8,23212M,0,416
marginal,175,rm_by_nt_ki,12311063,COMPLETED,1741061534,70984,16,NA,4706516000,NA
mcmcmc,07206,hg2_kv,12317711,COMPLETED,1741053543,7236,16,NA,57195500000,73
marginal,3711,by_n_ki,12310675,COMPLETED,1741024557,38746,16,NA,4699720000,NA
marginal,3711,by_nt_ki,12310707,COMPLETED,1741020954,34690,16,NA,4635240000,NA
marginal,3755,by_t_ki,12310694,COMPLETED,1741010962,24698,64,NA,12520984000,NA
marginal,07203,rm_by_t_ki,12310723,COMPLETED,1741009047,22783,16,NA,4309748000,NA
marginal,07203,by_t_ki,12310700,COMPLETED,1741007872,21608,16,NA,4300852000,NA
marginal,4230,rm_by_n_ki,12299964,COMPLETED,1740999264,172778,32,NA,24227344000,NA
marginal,3755,rm_by_t_ki,12310717,COMPLETED,1740997869,11605,64,NA,14455828000,NA
marginal,4111,by_nt_ki,12311098,COMPLETED,1740991470,6,16,NA,0,NA
mcmcmc,07204,hg2_ki,12166199,OUT_OF_MEMORY,1740980757,39,64,NA,255009116000,NA
marginal,4230,rm_by_nt_ki,12299965,COMPLETED,1740979781,152286,32,NA,24233884000,NA
marginal,3392,rm_by_nt_ki,12299963,COMPLETED,1740960819,141086,32,NA,19398580000,NA
marginal,07205,by_ki,12246562,COMPLETED,1740903713,4,64,NA,0,1.1
mcmcmc,07202,rm_by_t_kv,12305964,TIMEOUT,1740870751,8121,16,NA,30187272000,NA
marginal,4817,by_kv,12306473,COMPLETED,1740865934,5,64,NA,0,NA
mcmcmc,07202,rm_by_t_kv,12305740,COMPLETED,1740861213,7290,16,NA,30187172000,NA
mcmcmc,07206,hg_kv,12277563,COMPLETED,1740840096,7227,16,NA,50834456000,NA
marginal,4817,rm_by_n_ki,12201284,OUT_OF_MEMORY,1740827472,52,64,NA,1234368000,NA
marginal,4817,hg_m_ki,12197191,OUT_OF_MEMORY,1740827231,51,64,NA,224304000,NA
marginal,4817,hg2_ki,12197190,OUT_OF_MEMORY,1740827153,51,64,NA,233648000,NA
marginal,4817,hg_ki,12197189,OUT_OF_MEMORY,1740827073,51,64,NA,217456000,NA
marginal,4817,by_n_ki,12197183,OUT_OF_MEMORY,1740826645,50,64,NA,219272000,NA
marginal,4230,rm_by_nt_ki,12202523,TIMEOUT,1740772042,258989,16,NA,12061352000,NA
marginal,4230,rm_by_n_ki,12201265,TIMEOUT,1740771376,258969,16,NA,12068976000,NA
marginal,3392,rm_by_nt_ki,12202507,TIMEOUT,1740760732,258984,16,NA,9553688000,NA
marginal,3200,rm_by_nt_ki,12202505,COMPLETED,1740757091,255282,16,NA,8138888000,NA
marginal,563,rm_by_nt_ki,12202492,TIMEOUT,1740743222,258978,16,NA,7705956000,NA
marginal,3200,rm_by_n_ki,12201261,TIMEOUT,1740725406,258975,16,NA,8143056000,NA
marginal,563,rm_by_n_ki,12201260,TIMEOUT,1740718663,258966,16,NA,7609736000,NA
marginal,3927,rm_by_nt_ki,12202521,COMPLETED,1740699475,197101,16,NA,7159112000,NA
marginal,3927,rm_by_n_ki,12201278,COMPLETED,1740690023,206324,16,NA,7195508000,NA
marginal,3392,rm_by_n_ki,12201262,COMPLETED,1740688435,221867,16,NA,9636692000,NA
marginal,3755,rm_by_nt_ki,12202512,COMPLETED,1740685213,11952,64,NA,1.4451e+10,NA
marginal,3757,rm_by_n_ki,12201275,COMPLETED,1740637051,167663,16,NA,6137608000,NA
marginal,4761,hg_m_ki,12197117,TIMEOUT,1740636432,258975,16,NA,16489504000,NA
marginal,4761,hg_bm_ki,12197118,TIMEOUT,1740636432,258975,16,NA,14880460000,NA
marginal,4761,hg2_ki,12197115,TIMEOUT,1740635345,258963,16,NA,15061472000,NA
marginal,4761,hg_b_ki,12197116,TIMEOUT,1740635345,258963,16,NA,16458424000,NA
marginal,3757,by_ki,12197217,COMPLETED,1740631409,175300,16,NA,6143788000,NA
marginal,3757,by_nt_ki,12197219,COMPLETED,1740629134,171759,16,NA,6126040000,NA
marginal,4761,rm_by_t_ki,12197113,COMPLETED,1740603839,227550,16,NA,10515152000,NA
marginal,4761,by_nt_ki,12197110,COMPLETED,1740593591,220215,16,NA,10402492000,NA
marginal,3757,by_n_ki,12197218,COMPLETED,1740585540,129400,16,NA,6010976000,NA
marginal,4761,ns_n_ki,12197112,COMPLETED,1740562825,186536,16,NA,10515740000,NA
mcmcmc,07206,hg2_kv,12249790,TIMEOUT,1740549406,8121,16,NA,57676960000,73
marginal,4761,ns_ki,12197111,COMPLETED,1740547254,170965,16,NA,10512316000,NA
marginal,4761,by_t_ki,12197109,COMPLETED,1740546646,173270,16,NA,10518204000,NA
marginal,3711,rm_by_nt_ki,12202511,COMPLETED,1740537627,35879,16,NA,4219624000,NA
marginal,5201,by_nt_ki,12197150,COMPLETED,1740513731,75604,16,NA,4485788000,NA
marginal,5201,ns_ki,12197151,COMPLETED,1740510714,72587,16,NA,4481320000,NA
marginal,5201,rm_by_t_ki,12197153,COMPLETED,1740508217,68355,16,NA,4472780000,NA
marginal,5201,ns_n_ki,12197152,COMPLETED,1740506439,68213,16,NA,4385748000,NA
mcmcmc,07202,by_n_kv,12245622,COMPLETED,1740504976,7253,16,NA,30120800000,NA
marginal,4103,hg_bm_ki,12197203,OUT_OF_MEMORY,1740499992,9,64,NA,0,NA
marginal,4103,hg_m_ki,12197202,OUT_OF_MEMORY,1740499963,11,64,NA,0,NA
marginal,4103,hg_b_ki,12197201,OUT_OF_MEMORY,1740499928,8,64,NA,0,NA
marginal,4103,hg2_ki,12197200,OUT_OF_MEMORY,1740499899,11,64,NA,0,NA
marginal,4103,hg_ki,12197199,OUT_OF_MEMORY,1740499867,11,64,NA,0,NA
marginal,4103,rm_by_t_ki,12197198,OUT_OF_MEMORY,1740499838,14,64,NA,0,NA
marginal,5201,by_t_ki,12197149,COMPLETED,1740499373,61246,16,NA,4432688000,NA
mcmcmc,07202,by_n_kv,12244961,TIMEOUT,1740497092,8116,16,NA,30145196000,NA
marginal,175,rm_by_n_ki,12246589,COMPLETED,1740492425,16,16,NA,0,NA
marginal,175,by_t_ki,12246568,COMPLETED,1740492178,20,16,NA,0,NA
marginal,3710,by_t_ki,12246572,COMPLETED,1740492178,20,16,NA,0,NA
mcmcmc,07202,by_nt_kv,12244166,COMPLETED,1740481899,7276,16,NA,30108564000,NA
mcmcmc,07202,by_t_kv,12244147,COMPLETED,1740479592,7265,16,NA,30101080000,NA
marginal,07203,rm_by_n_kv,12201252,COMPLETED,1740468342,10349,16,NA,3279436000,NA
marginal,07200,rm_by_n_kv,12201250,COMPLETED,1740468291,10298,16,NA,3993224000,NA
marginal,5230,ns_n_ki,12197163,COMPLETED,1740460279,16748,16,NA,3050672000,NA
marginal,4305,by_nt_ki,12197213,COMPLETED,1740459689,7125,16,NA,2947160000,NA
marginal,5230,rm_by_t_ki,12197164,COMPLETED,1740458980,11811,16,NA,2941460000,NA
marginal,5230,by_nt_ki,12197161,COMPLETED,1740456447,14772,16,NA,3067144000,NA
marginal,4467,by_nt_ki,12197216,COMPLETED,1740456136,27,16,NA,0,NA
marginal,4467,by_n_ki,12197215,COMPLETED,1740455648,41,16,NA,32164000,NA
marginal,4467,by_ki,12197214,COMPLETED,1740455636,29,16,NA,0,NA
marginal,5230,by_t_ki,12197160,COMPLETED,1740454808,13725,16,NA,3070668000,NA
marginal,5230,ns_ki,12197162,COMPLETED,1740454059,12321,16,NA,3059772000,NA
marginal,4305,by_ki,12197211,COMPLETED,1740452029,38,16,NA,4.1e+07,NA
marginal,4305,by_n_ki,12197212,COMPLETED,1740452022,31,16,NA,0,NA
marginal,5268,by_nt_ki,12197170,COMPLETED,1740451784,2179,16,NA,2476668000,NA
marginal,5268,rm_by_t_ki,12197171,COMPLETED,1740451480,1875,16,NA,2474452000,NA
marginal,5230,by_n_ki,12197205,COMPLETED,1740450722,37,16,NA,1548000,NA
mcmcmc,07202,by_kv,12241002,TIMEOUT,1740446118,8117,16,NA,30233348000,NA
marginal,5230,by_kv,12197159,COMPLETED,1740445072,4521,16,NA,2619460000,NA
marginal,4291,by_t_ki,12197081,COMPLETED,1740424521,69091,16,NA,6829208000,NA
marginal,4291,rm_by_t_ki,12197083,COMPLETED,1740422498,67068,16,NA,6818556000,NA
marginal,5201,by_kv,12197148,COMPLETED,1740420152,10180,16,NA,3223844000,NA
marginal,4291,ns_ki,12197082,COMPLETED,1740417318,61888,16,NA,7506476000,NA
mcmcmc,07202,by_nt_kv,12216153,TIMEOUT,1740406199,8118,16,NA,30110204000,NA
marginal,4761,by_kv,12197106,COMPLETED,1740400040,26696,16,NA,5259864000,NA
marginal,4867,rm_by_t_ki,12197124,COMPLETED,1740399094,19261,16,NA,4093488000,NA
marginal,4867,by_t_ki,12197120,COMPLETED,1740394876,16717,16,NA,4093568000,NA
marginal,5186,ns_n_ki,12197143,COMPLETED,1740394096,2973,16,NA,2556524000,NA
marginal,5186,by_nt_ki,12197142,COMPLETED,1740393985,2862,16,NA,2618412000,NA
marginal,4867,ns_n_ki,12197123,COMPLETED,1740393537,14707,16,NA,3993748000,NA
marginal,4867,by_nt_ki,12197121,COMPLETED,1740392105,13946,16,NA,4105996000,NA
marginal,4867,ns_ki,12197122,COMPLETED,1740391438,12608,16,NA,4094900000,NA
marginal,5186,by_t_ki,12197141,COMPLETED,1740391161,38,16,NA,1508000,NA
marginal,5099,ns_n_ki,12197134,COMPLETED,1740390576,3986,16,NA,2665820000,NA
marginal,5186,by_kv,12197140,COMPLETED,1740390292,1299,16,NA,2426656000,NA
marginal,5099,by_t_ki,12197132,COMPLETED,1740388771,4650,16,NA,2569116000,NA
marginal,5099,by_nt_ki,12197133,COMPLETED,1740388591,4470,16,NA,2561508000,NA
marginal,5099,by_kv,12197131,COMPLETED,1740385518,1397,16,NA,2396276000,NA
marginal,4867,by_kv,12197119,COMPLETED,1740384545,6386,16,NA,3215144000,NA
marginal,4910,by_t_ki,12197130,COMPLETED,1740383061,32,16,NA,1512000,NA
marginal,4291,by_kv,12197080,COMPLETED,1740378774,24541,16,NA,4029432000,NA
marginal,4467,ns_ki,12197102,COMPLETED,1740374012,5322,16,NA,2721800000,NA
marginal,4761,by_n_ki,12197108,COMPLETED,1740373354,10,16,NA,0,NA
marginal,4467,by_t_ki,12197100,COMPLETED,1740372312,5174,16,NA,2720564000,NA
marginal,4310,ns_n_ki,12197095,COMPLETED,1740369768,2816,16,NA,2602936000,NA
marginal,4467,by_kv,12197099,COMPLETED,1740368679,1727,16,NA,2463444000,NA
marginal,4310,by_kv,12197094,COMPLETED,1740368010,1058,16,NA,2396904000,NA
marginal,4305,ns_ki,12197090,COMPLETED,1740360452,5022,16,NA,2883640000,NA
marginal,104,hg_b_ki,12196328,TIMEOUT,1740352833,258961,16,NA,6868528000,NA
marginal,175,by_kv,12196329,TIMEOUT,1740352833,258961,16,NA,3736936000,NA
marginal,104,by_nt_ki,12196326,TIMEOUT,1740352443,258975,16,NA,6577872000,NA
marginal,104,hg2_ki,12196327,TIMEOUT,1740352143,258978,16,NA,6.934e+09,NA
marginal,3445,rm_by_t_ki,12196077,TIMEOUT,1740350028,258977,16,NA,2787152000,NA
marginal,3445,by_t_ki,12196076,TIMEOUT,1740349998,258982,16,NA,2781316000,NA
marginal,3200,by_t_ki,12196070,TIMEOUT,1740349908,258961,16,NA,8140020000,NA
marginal,3200,rm_by_t_ki,12196071,TIMEOUT,1740349908,258961,16,NA,8132048000,NA
marginal,3200,by_ki,12196069,TIMEOUT,1740349848,258972,16,NA,8244312000,NA
mcmcmc,07202,by_t_kv,12207869,TIMEOUT,1740324574,8105,16,NA,30146256000,NA
marginal,4305,by_t_ki,12197089,COMPLETED,1740324325,5041,16,NA,2854788000,NA
marginal,4220,ns_n_ki,12197074,COMPLETED,1740314113,5507,16,NA,2758348000,NA
marginal,3345,ns_n_ki,12194924,TIMEOUT,1740310747,258970,64,NA,52438480000,NA
marginal,3345,rm_by_t_ki,12194925,TIMEOUT,1740310237,258972,64,NA,52574916000,NA
marginal,3345,hg_m_ki,12194922,TIMEOUT,1740309562,258960,64,NA,50923440000,NA
marginal,3345,ns_ki,12194923,TIMEOUT,1740309096,258975,64,NA,52408080000,NA
marginal,4220,rm_by_t_ki,12197075,COMPLETED,1740308623,17,16,NA,0,NA
marginal,3345,by_ki,12194914,TIMEOUT,1740306791,258963,64,NA,52469068000,NA
marginal,3345,by_n_ki,12194915,TIMEOUT,1740306791,258963,64,NA,52190504000,NA
marginal,3345,by_nt_ki,12194916,TIMEOUT,1740306791,258963,64,NA,52496532000,NA
marginal,3345,by_t_ki,12194917,TIMEOUT,1740306791,258963,64,NA,52494572000,NA
marginal,3345,hg2_ki,12194918,TIMEOUT,1740306791,258963,64,NA,50685020000,NA
marginal,3345,hg_b_ki,12194919,TIMEOUT,1740306791,258963,64,NA,50934808000,NA
marginal,3345,hg_bm_ki,12194920,TIMEOUT,1740306791,258963,64,NA,50871900000,NA
marginal,3345,hg_ki,12194921,TIMEOUT,1740306791,258963,64,NA,53336264000,NA
marginal,3927,hg_b_ki,12194866,TIMEOUT,1740306246,258961,16,NA,11552816000,NA
marginal,4761,rm_by_nt_ki,12202524,TIMEOUT,1740290865,85520,16,NA,10543788000,NA
marginal,5201,rm_by_nt_ki,12202529,COMPLETED,1740282455,68286,16,NA,4480200000,NA
marginal,3351,rm_by_nt_ki,12202506,TIMEOUT,1740279218,85507,16,NA,5297688000,NA
marginal,07204,by_n_ki,12166488,TIMEOUT,1740274294,258982,64,NA,100650208000,NA
marginal,3405,rm_by_nt_ki,12202508,COMPLETED,1740265479,71028,16,NA,7042520000,NA
marginal,4220,by_nt_ki,12197072,COMPLETED,1740255065,6535,16,NA,2815576000,NA
marginal,4220,ns_ki,12197073,COMPLETED,1740253663,5101,16,NA,2756020000,NA
marginal,4220,by_t_ki,12197071,COMPLETED,1740248539,9,16,NA,0,NA
mcmcmc,3763,hg2_ki,12166024,TIMEOUT,1740244505,258301,64,NA,299288524000,NA
marginal,4111,rm_by_nt_ki,12202522,COMPLETED,1740243319,39510,16,NA,3788556000,NA
marginal,4761,rm_by_n_ki,12201237,TIMEOUT,1740234661,85509,16,NA,10397508000,NA
marginal,3351,by_t_ki,12196073,COMPLETED,1740232658,141677,16,NA,5317004000,NA
marginal,3833,rm_by_nt_ki,12202514,COMPLETED,1740229851,28086,16,NA,3752948000,NA
marginal,5201,rm_by_n_ki,12201245,COMPLETED,1740227831,71862,16,NA,4488500000,NA
marginal,2800,rm_by_nt_ki,12202503,COMPLETED,1740226973,38022,16,NA,5151336000,NA
marginal,3655,rm_by_nt_ki,12202510,COMPLETED,1740225866,26684,16,NA,3.94e+09,NA
marginal,3405,rm_by_n_ki,12201219,TIMEOUT,1740224752,85513,16,NA,7288548000,NA
marginal,4291,rm_by_n_ki,12201230,COMPLETED,1740224540,83156,16,NA,7566080000,NA
marginal,3351,rm_by_n_ki,12201218,TIMEOUT,1740224149,85502,16,NA,5303560000,NA
marginal,3199,rm_by_n_ki,12201216,TIMEOUT,1740224059,85505,16,NA,3029656000,NA
marginal,4867,rm_by_nt_ki,12202526,COMPLETED,1740223343,16822,16,NA,3950504000,NA
marginal,5099,rm_by_nt_ki,12202528,COMPLETED,1740217826,4751,16,NA,2564424000,NA
marginal,5268,rm_by_nt_ki,12202531,COMPLETED,1740216847,2288,16,NA,2505148000,NA
marginal,2131,rm_by_nt_ki,12202501,COMPLETED,1740216309,34650,16,NA,3647804000,NA
marginal,5255,rm_by_nt_ki,12202530,COMPLETED,1740214530,199,16,NA,2249984000,NA
marginal,4910,rm_by_nt_ki,12202527,COMPLETED,1740214300,7542,16,NA,3224088000,NA
marginal,3351,by_nt_ki,12196463,COMPLETED,1740213057,112870,16,NA,5306720000,NA
marginal,3351,rm_by_t_ki,12196074,COMPLETED,1740211501,120520,16,NA,5303096000,NA
marginal,4790,rm_by_nt_ki,12202525,COMPLETED,1740206514,428,16,NA,2285316000,NA
marginal,3199,rm_by_nt_ki,12202504,COMPLETED,1740206076,12365,16,NA,2923792000,NA
marginal,3646,rm_by_nt_ki,12202509,COMPLETED,1740205318,9738,16,NA,3194560000,NA
marginal,3351,ns_ki,12196464,COMPLETED,1740201826,101608,16,NA,5309336000,NA
marginal,104,rm_by_n_ki,12201200,COMPLETED,1740199031,63043,16,NA,6604420000,NA
marginal,3405,by_t_ki,12196469,COMPLETED,1740195549,94248,16,NA,6975280000,NA
marginal,4308,rm_by_n_ki,12201232,COMPLETED,1740195456,48917,16,NA,4699068000,NA
marginal,2553,rm_by_nt_ki,12202502,COMPLETED,1740194434,7513,16,NA,3449668000,NA
marginal,175,by_n_ki,12196331,COMPLETED,1740191655,97749,16,NA,4705200000,NA
marginal,493,rm_by_nt_ki,12202491,COMPLETED,1740186347,24894,16,NA,5293180000,NA
marginal,1210,rm_by_nt_ki,12202500,COMPLETED,1740184159,3791,16,NA,2468928000,NA
marginal,3405,by_nt_ki,12196470,COMPLETED,1740182558,80523,16,NA,7021028000,NA
marginal,1113,rm_by_nt_ki,12202499,COMPLETED,1740181648,2003,16,NA,2460220000,NA
marginal,3405,rm_by_t_ki,12196473,COMPLETED,1740181447,79480,16,NA,7019876000,NA
marginal,3405,ns_ki,12196471,COMPLETED,1740180717,78883,16,NA,7098172000,NA
marginal,4111,rm_by_n_ki,12201228,COMPLETED,1740179849,39175,16,NA,3786940000,NA
marginal,950,rm_by_nt_ki,12202498,COMPLETED,1740179623,93,16,NA,2253112000,NA
marginal,175,rm_by_t_ki,12196336,COMPLETED,1740179600,85358,16,NA,4722592000,NA
marginal,748,rm_by_nt_ki,12202497,COMPLETED,1740179505,15878,16,NA,3976352000,NA
marginal,2131,rm_by_n_ki,12201212,COMPLETED,1740178899,42173,16,NA,3751280000,NA
marginal,3405,ns_n_ki,12196472,COMPLETED,1740178332,76365,16,NA,7025164000,NA
marginal,175,ns_n_ki,12196335,COMPLETED,1740177803,83662,16,NA,4713824000,NA
marginal,175,by_nt_ki,12196333,COMPLETED,1740174108,80067,16,NA,4715616000,NA
marginal,175,ns_ki,12196334,COMPLETED,1740169921,75880,16,NA,4711812000,NA
marginal,2800,rm_by_n_ki,12201214,COMPLETED,1740169794,32542,16,NA,5144268000,NA
marginal,3655,rm_by_n_ki,12201224,COMPLETED,1740169707,29157,16,NA,3954608000,NA
marginal,3603,rm_by_n_ki,12201222,COMPLETED,1740168431,28006,16,NA,2892496000,NA
marginal,4867,rm_by_n_ki,12201239,COMPLETED,1740168111,17946,16,NA,4102624000,NA
marginal,5230,rm_by_n_ki,12201246,COMPLETED,1740168045,11498,16,NA,3060124000,NA
marginal,4111,ns_ki,12197063,COMPLETED,1740167205,41291,16,NA,3879940000,NA
marginal,4111,rm_by_t_ki,12197065,COMPLETED,1740167109,40114,16,NA,3791004000,NA
marginal,4111,by_t_ki,12197061,COMPLETED,1740166945,41309,16,NA,3734784000,NA
marginal,3833,rm_by_n_ki,12201226,COMPLETED,1740165224,24643,16,NA,3866044000,NA
marginal,675,rm_by_nt_ki,12202494,COMPLETED,1740164066,969,16,NA,2428448000,NA
marginal,706,rm_by_nt_ki,12202496,COMPLETED,1740163588,278,16,NA,2345224000,NA
marginal,635,rm_by_nt_ki,12202493,COMPLETED,1740163288,226,16,NA,2242220000,NA
marginal,493,rm_by_n_ki,12201203,COMPLETED,1740163060,27042,16,NA,5429036000,NA
marginal,5268,rm_by_n_ki,12201248,COMPLETED,1740163012,1702,16,NA,2485272000,NA
marginal,4111,ns_n_ki,12197064,COMPLETED,1740161446,34945,16,NA,3887356000,NA
marginal,5255,rm_by_n_ki,12201247,COMPLETED,1740161432,122,16,NA,2230052000,NA
marginal,5099,rm_by_n_ki,12201241,COMPLETED,1740159175,4598,16,NA,2641320000,NA
marginal,5186,rm_by_n_ki,12201244,COMPLETED,1740158711,3350,16,NA,2573680000,NA
marginal,4309,rm_by_n_ki,12201233,COMPLETED,1740156799,10038,16,NA,3004636000,NA
marginal,4910,rm_by_n_ki,12201240,COMPLETED,1740156518,4572,16,NA,3340068000,NA
marginal,4467,rm_by_n_ki,12201235,COMPLETED,1740155575,7634,16,NA,2740260000,NA
marginal,4305,rm_by_n_ki,12201231,COMPLETED,1740154929,8390,16,NA,2820912000,NA
marginal,748,rm_by_n_ki,12201207,COMPLETED,1740153308,17075,16,NA,3.838e+09,NA
marginal,3929,rm_by_n_ki,12201227,COMPLETED,1740151182,10570,16,NA,3355748000,NA
marginal,4310,rm_by_n_ki,12201234,COMPLETED,1740151057,3116,16,NA,2502076000,NA
marginal,4747,rm_by_n_ki,12201236,COMPLETED,1740150478,1581,16,NA,2457636000,NA
marginal,3646,rm_by_n_ki,12201223,COMPLETED,1740150394,9907,16,NA,3187816000,NA
marginal,4790,rm_by_n_ki,12201238,COMPLETED,1740149718,469,16,NA,2335256000,NA
marginal,3833,by_nt_ki,12197046,COMPLETED,1740147903,33127,16,NA,3718472000,NA
marginal,4220,rm_by_n_ki,12201229,COMPLETED,1740147099,6394,16,NA,2758604000,NA
marginal,2553,rm_by_n_ki,12201213,COMPLETED,1740146012,8760,16,NA,3443824000,NA
marginal,3405,by_kv,12196468,COMPLETED,1740145087,43986,16,NA,5650720000,NA
marginal,3833,rm_by_t_ki,12197048,COMPLETED,1740143912,28009,16,NA,3735608000,NA
marginal,3445,rm_by_n_ki,12201221,COMPLETED,1740143473,3079,16,NA,2695864000,NA
marginal,3833,ns_ki,12197047,COMPLETED,1740142446,26946,16,NA,3853004000,NA
marginal,3833,by_t_ki,12197045,COMPLETED,1740142162,27948,16,NA,3745648000,NA
marginal,3244,rm_by_n_ki,12201217,COMPLETED,1740141142,2588,16,NA,2579664000,NA
marginal,3832,rm_by_n_ki,12201225,COMPLETED,1740140651,70,16,NA,2244704000,NA
marginal,3655,by_nt_ki,12197027,COMPLETED,1740140408,31527,16,NA,3773728000,NA
marginal,3408,rm_by_n_ki,12201220,COMPLETED,1740140364,749,16,NA,2415816000,NA
marginal,1210,rm_by_n_ki,12201210,COMPLETED,1740140212,3917,16,NA,2474632000,NA
marginal,1113,rm_by_n_ki,12201209,COMPLETED,1740138598,2334,16,NA,2478324000,NA
marginal,450,rm_by_n_ki,12201202,COMPLETED,1740138530,2542,16,NA,2387100000,NA
